EMP_NO,EMP_NAME,BAND,NB_FROM,AGEING_BUCKET,ONSITE_OFFSHORE,Location,EXPERIENCE,ROLE_NAME,COUNTRY,Skills_from_iAspire,CERTIFIED_SKILLS,TRAINED_SKILLS,RECENT_SKILL,LANGUAGE_SKILL,ROLE_CLUSTER_NAME
3228,Employee3228,GROUP B1,01-06-2025,>180 DAYS,ONSITE,SAO PAULO,3Years 9Months,Developer L1,BRAZIL,"Active Directory(L2), AI-900 Microsoft Azure AI Fundamentals(L1), AZ-900 Microsoft Azure Fundamentals(L2), Hardware(L3), INFORMÁTICA(L2), ITIL Incident Mgmt(L1), Jde EnterpriseOne ERP(L1), Linux(L2), Microsoft Azure(L2), Microsoft Windows(L2), MySQL(L2), Operating Systems(L2), Oracle(L1), PHP(L2), SQL(L2), Windows(L2), Wipro Values(L2)","AI-900 MICROSOFT AZURE AI FUNDAMENTALS(L1),AWS CLOUDFORMATION(L3),AWS GEN AI(L1),AZ-900 MICROSOFT AZURE FUNDAMENTALS(L2),GENERATIVE AI(L1),GITHUB COPILOT(L2),MS AZURE AI ML(L1)","AWS CloudFormation(L3),AWS Gen AI(L1),Azure Cloud Data Platform Engineering(L1),Generative AI(L1),Github Copilot(L2),MS Azure AI ML(L1),NA(NA),Wipro Values(L2)",,,DEVELOPER JD EDWARDS - L1
3229,Employee3229,GROUP B3,12-02-2026,31-60 DAYS,OFFSHORE,PUNE,9Years 3Months,Technical Lead L1,INDIA,"Application Lifecycle Management - ALM(L3), BMC Control M(L3), Cloud-Paas-GCP-Google Cloud Platform(L2), Da-100: Microsoft Certified Data Analyst Associate(L2), Generative AI(L1), Lean(L1), Oracle SQL(L1), Oracle Taleo Connect Client(L2), Power Bi Visualization on Cloud(L2), ServiceNow - IT Service Management(L4), SQL Server(L3), Unix File System(L2)","DA-100: MICROSOFT CERTIFIED DATA ANALYST ASSOCIATE(L2),GCP AI ML(L2),GENERATIVE AI(L1),MS AZURE AI ML(L1),POWER BI VISUALIZATION ON CLOUD(L2)","Banking Domain(L3),Cloud-PaaS-GCP-Google Cloud Platform(L2),GCP AI ML MLOps(L2),Generative AI(L0),Generative AI(L1),ITIL PROBLEM MGMT(L3),Lean(L1),MS Azure AI ML(L1),Microsoft Power BI(L2),Python Scripting(L2),WEGA for AI(L0),WEGA for AI(L0),WEGA for AI(L2),WEGA for AI(L3)","APPLICATION LIFECYCLE MANAGEMENT - ALM,BMC CONTROL M,ORACLE TALEO CONNECT CLIENT,PL-SQL,SERVICENOW - IT SERVICE MANAGEMENT,SQL SERVER,UNIX FILE SYSTEM","English,German,Hindi,Marathi",TECHNICAL LEAD DATABASE-PL-SQL - L1
3230,Employee3230,WILP,28-04-2025,>180 DAYS,OFFSHORE,PUNE,4Years 2Months,Business Analyst L1,INDIA,"Analytics-Risk and Compliance Analytics(L2), Chibios/RT(L3), Cloud Aws Admin(L2), Communication(L3), Computer Science(L2), Core Java(L3), Data Management and Market Data Analysis(L2), Generative AI(L3), Java/J2ee(L2), Java-J2ee(L2), Lean(L3), Monitoring(L3), Office 365 - SharePoint Online(L3), OpenLink -Endur(L2), Operations(L2), Personnel Management(L3), Recycling(L2), Reportbuilder(L3), Reporting(L2), Scheduling(L3), Scripting(L3), Security(L3), ServiceManager(L2), ServiceNow - IT Service Management(L2), Simulations(L3), Support(L2), Technical Proficiency(L3), Trade Lifecycle Management(L2), Trading(L3)","CORE JAVA(L1),ENGLISH LANGUAGE(L1),GENERATIVE AI(L1),MS AZURE AI ML(L1)","CLOUD AWS ADMIN(L1),Core Java(L1),English Language(L1),Generative AI(L0),Generative AI(L1),JAVA-J2EE(L1),JAVA-J2EE(L1),Lean(L1),MS Azure AI ML(L1)",,,Business Analyst CETRM - L1
3231,Employee3231,GROUP B2,01-01-2026,61-90 DAYS,OFFSHORE,BENGALURU,6Years 10Months,Administrator L3,INDIA,"Administration(L4), Leadership(L3), Linux Admin(L2), Vcenter, Hardware Troubleshooting,(L3), Vmware(L3)","GENERATIVE AI(L1),GITHUB COPILOT(L2),GITHUB COPILOT(L3),MS AZURE AI ML(L1)","Cloud Azure Admin(L1),EMC PowerMAX Storage(L2),EMC PowerScale(L2),EMC Product Support(L1),Generative AI(L0),Generative AI(L1),Github Copilot(L2),Github Copilot(L3),Github Copilot(L3),Hitachi Storage(L1),Lean(L1),MS Azure AI ML(L1),Wipro Values(L2)",PROBLEM SOLVING,English,ADMINISTRATOR EMC STORAGE - L2
3232,Employee3232,TEAMRBOW,13-02-2026,61-90 DAYS,OFFSHORE,KOCHI,0Years 7Months,Developer L1,INDIA,"CSS(L3), Cyber Ark(L3), Cybersecurity Risk Management(L3), HTML(L3), Incident Awarness(L2), ISO 27001 Information Security Standard(L2), Linux(L3), PAM(L3), Python(L3), Security Incident Response(L2), Wireshark(L2)","ENGLISH LANGUAGE(L1),GENERATIVE AI(L1),GITHUB COPILOT(L1),GITHUB COPILOT(L2),GITHUB COPILOT(L3),ORACLE INTEGRATION CLOUD SERVICE(L1)","English Language(L1),Generative AI(L1),Github Copilot(L1),Github Copilot(L2),Github Copilot(L3),Github Copilot(L3),MICROSOFT INFORMATION PROTECTION(L2),MICROSOFT THREAT PROTECTION(L2),Microsoft Copilot Studio Dynamics 365(L1),NA(NA),NA(NA),NA(NA),Oracle Integration Cloud Service(L1),SAP Security(L1),WEGA for AI(L0),WEGA for AI(L2)",,,DEVELOPER L1
3233,Employee3233,GROUP B1,01-06-2025,91-120 DAYS,OFFSHORE,BENGALURU,1Years 1Months,Business Analyst L1,INDIA,"Agile-Scrum(L2), Angular(L2), Bootstrap(L2), Client Engagement Consulting(L1), Coding - Programming(L2), Core Java(L1), CSS3, Domain Expertise(L1), Express.js(L2), Fullstack Mern(L2), Generative AI, Git(L2), HTML(L2), Impactful Communication & Presentation(L1), JavaScript(L2), MEAN Stack, Microsoft Azure, MongoDB(L2), Ngrx(L2), Node.js(L2), Problem Solving(L2), Project Delivery(L2), React JS(L2), Redux(L2), REST API(L2), Selling Consulting Propositions(L1), Solution Building(L1), SQL(L2)","ENGLISH LANGUAGE(L1),GENERATIVE AI(L1),MS AZURE AI ML(L1)","English Language(L1),Generative AI(L1),JAX-RS - Java API- RESTful Web Services(L1),MS Azure AI ML(L1),NA(NA),NA(NA),WEGA for AI(L0),WEGA for AI(L0),WEGA for AI(L0)",,,Business Analyst Consumer Goods - L1
3234,Employee3234,GROUP B3,17-04-2026,8-15 DAYS,OFFSHORE,COIMBATORE,9Years 3Months,Technical Lead L1,INDIA,"Agile Scrum Delivery(L1), Amazon Aurora Data Migration(L1), AutoSys Tool(L2), Aws Batch Monitoring and Management(L1), Aws DevOps Operations(L1), Azure Data Factory(L1), Cloud-Aws Migration(L1), GitHub Site Admin(L1), Informatica Data Analyst(L2), Informatica MDM(L1), Informatica PowerCenter(L2), Matillion ETL(L1), Oracle Fusion Talent Management Cloud(L1), PL-SQL(L1), Python for Data Science(L1), SQL Server Application Admin(L1), Tableau(L2)","ENGLISH LANGUAGE(L1),GENERATIVE AI(L1),GITHUB COPILOT(L2),GITHUB COPILOT(L3)","AI Consulting Responsible AI(L1),Generative AI(L1),Github Copilot(L2),Github Copilot(L3),Github Copilot(L3),Informatica Powercenter(L1),NA(NA),NA(NA),SNOWFLAKE(L2)","AGILE SCRUM DELIVERY,AMAZON AURORA DATA MIGRATION,AUTOSYS TOOL,AWS BATCH MONITORING AND MANAGEMENT,AWS DEVOPS OPERATIONS,AZURE DATA FACTORY,CLOUD-AWS MIGRATION,GITHUB SITE ADMIN,INFORMATICA DATA ANALYST,INFORMATICA POWERCENTER,MATILLION ETL,ORACLE FUSION TALENT MANAGEMENT CLOUD,PYTHON FOR DATA SCIENCE,SNOWFLAKE,TABLEAU",English,TECHNICAL LEAD SNOWFLAKE DATA PLATFORM - L1
3235,Employee3235,GROUP C2,11-04-2026,16-30 DAYS,ONSITE,DALLAS,12Years 8Months,Managing Consultant - Tech & Impl L1,USA,"Advisory and Consulting(L5), Artificial Intelligence(L3), Automotive(L4), Business Planning(L3), Business Transformation(L4), Client Relations(L4), Collaborative Planning(L4), Consulting(L5), Consumer Goods(L5), Continuous Improvement(L3), Deal Origination(L3), Delivery Planning(L4), Design and Implementation(L3), Generative AI(L2), Industrial Manufacturing(L4), Innovation(L3), Integrated Business Planning(L5), Intelligent Automation(L4), Leadership(L4), Lean Six Sigma(L2), Management Consulting(L4), Market Research(L4), Mechanical Engineering(L2), Operating Model(L2), Operational Efficiency(L3), Presales(L3), Process Improvement(L4), Process Planning(L4), Process Transformation(L4), Project Delivery(L5), ROI Analysis(L2), Sales and Operations Planning(L5), Sales Operations(L5), Sales Pipeline(L3), Six Sigma(L3), Strategic Planning(L3), Strategy Consulting(L4), Strategy(L4), Supply Chain Operations(L5), Supply Chain Planning(L5), Supply Chain Software(L4), Supply Chain Strategy(L3), Sustainability(L2), Systems Engineering(L3), Technology Selection(L4), Transformation Programs(L4)","GENERATIVE AI(L1),GITHUB COPILOT(L2)","Generative AI(L1),Github Copilot(L2)",,,Managing Consultant - Tech & Impl Supply Chain Transformation - L1
3236,Employee3236,GROUP C1,22-04-2026,0-7 DAYS,OFFSHORE,PUNE,15Years 0Months,Solution Architect L1,INDIA,,,,,,
3237,Employee3237,GROUP B1,21-04-2026,0-7 DAYS,OFFSHORE,BENGALURU,1Years 10Months,Developer L2,INDIA,"Agentic AI(L2), Amazon Web Services (AWS)(L2), Artificial Intelligence, Automation(L2), Azure Openai, Bash Scripting(L2), Bash(L2), Cloud Services, Code Generation(L2), Computer Networking(L2), Continuous Integration(L2), CSS(L2), CSS3(L2), Data Driven Framework, Debugging(L2), Defect Tracking(L2), DevOps(L2), Docker Orchestration, Docker(L2), Fastapi(L2), Generative AI(L2), Git(L2), GitHub Copilot(L2), GitHub(L2), HTML(L2), HTML5(L2), Infrastructure, Infrastructure as Code(L2), JavaScript(L2), Jenkins, Jenkins Pipelines(L2), Jira(L2), Kubernetes(L2), Langchain(L2), Langgraph(L2), Leadership, Linux(L2), Log Analysis(L2), Migration, MySQL(L2), Networking(L2), Operating Systems(L2), Orchestration(L2), Python Scripting(L2), Python(L2), Rag(L2), Regression Testing, REST API(L2), Scripting(L2), Shell Scripting, SQL(L2), Terraform(L2), UI Automation(L1), Workflow, YAML(L2)","AWS GEN AI(L1),DOCKER(L1),ENGLISH LANGUAGE(L1),GENERATIVE AI(L1),GITHUB COPILOT(L1),GITHUB COPILOT(L2),GITHUB COPILOT(L3),JENKINS(L1),LINUX ADMIN(L1),MS AZURE AI ML(L1),MS AZURE AI ML(L2),PYTHON SCRIPTING(L1)","AWS Gen AI(L1),Docker(L1),ENTERPRISE PLATFORM ENGINEERING BACKEND(L2),Generative AI(L1),Github Copilot(L1),Github Copilot(L2),Github Copilot(L3),Github Copilot(L3),Jenkins(),Jenkins(L1),Jenkins(L1),Linux Admin(L1),MS Azure AI ML(L1),MS Azure AI ML(L2),MS Azure AI ML(L2),NA(NA),NA(NA),NA(NA),NA(NA),NA(NA),NA(NA),NA(NA),NA(NA),NA(NA),PYSPARK OPEN SOURCE(L2),Python Application Programming(L1),Python Scripting(),Python Scripting(L1),Python Scripting(L1),Python Scripting(L1),Python Scripting(L2),Python for Data Science(L1),WEGA for AI(L0)",,,DEVELOPER AWS CLOUD PRODUCT ENGINEERING PYTHON BACK END - L2
3238,Employee3238,GROUP B2,14-02-2026,61-90 DAYS,OFFSHORE,BENGALURU,6Years 6Months,Test Engineer L3,INDIA,"Agile, Agile Methodologies(L3), Agile-Scrum(L3), Algorithms(L3), Analysis(L5), Artificial Intelligence(L2), Aspice, Automotive Software Validation(L5), Automotive(L5), Basic Software Verification and Validation(L5), BCM(L5), Bug Tracking(L5), Calibration, Can(L5), Candela Studio(L5), Capl, Code Coverage, Code Review, Coding - Programming(L3), Collaboration(L5), Coverage Analysis, Debugging(L5), Defect Management, Deployments(L2), Diagnostic Testing, Diagnostics(L5), Doip(L5), DSPACE(L5), Dts9(L5), ECU-Test(L5), Embedded Systems(L3), Engine and Aftertreatment System(L5), Estimation(L5), ETAS(L5), Ethernet(L5), Flash Test(L5), Functional Validation(L5), HIL Commissioning(L5), HIL Testing, HIL Validation(L5), HVAC(L5), Innovation(L5), Integration Testing, Jira(L5), Kanban, Lauterbach, LIDAR(L2), Lin(L5), Linux(L2), Manual Testing(L5), MATLAB Simulink(L5), MATLAB(L4), Model Based Development(L5), Modeling, Motion Planning(L2), Odx Studio(L5), On Board Diagnostics, On-Board Diagnostics(L5), OTX Studio(L2), Path Planning(L2), Programming(L3), Project Delivery(L2), Putty, Python(L3), Quality Control(L5), Radar Software, Regression Testing(L5), Reporting(L5), Requirements Analysis(L5), Requirements Traceability Matrix, Research(L5), Robot Operating System(L2), Robotics and Automation(L3), Root Cause Analysis(L5), Sensor Fusion(L2), Simulations(L4), Simulink, Smoke Testing, Test Automation(L5), Test Case Design(L5), Test Design(L5), Test Execution(L5), Test Management(L5), Test Planning(L5), Test Reporting, Testing Tools(L5), Testing(L5), Trace32, Traceability Matrix, Tracking Systems(L5), UART, Unit Testing, Variant Coding(L5), Verification and Validation, V-Model, Wireshark, Wiring Harnesses","AUTOMOTIVE NAVIGATION(L3),ENGLISH LANGUAGE(L1),GCP AI ML(L1),GCP AI ML(L2),GENERATIVE AI(L1),GITHUB COPILOT(L1),GITHUB COPILOT(L2),GITHUB COPILOT(L3),MS AZURE AI ML(L1)","ASPICE(L1),Automotive Diagnostics and Calibration(L1),Automotive Diagnostics and Calibration(L1),Automotive Infotainment Testing(L3),Automotive Infotainment Testing(L3),Automotive Navigation(L3),Automotive(),Automotive(L3),GCP AI ML MLOps(L1),GCP AI ML MLOps(L2),Generative AI(L1),Github Copilot(L1),Github Copilot(L2),Github Copilot(L3),Github Copilot(L3),MS Azure AI ML(L1),NA(NA),NA(NA),NA(NA),NA(NA),NA(NA),NA(NA),WEGA for AI(L0)",,,TEST ENGINEER AUTOMOTIVE VALIDATION - L3
3239,Employee3239,TEAMRBOW,30-03-2026,16-30 DAYS,OFFSHORE,CHENNAI,0Years 0Months,Developer L1,INDIA,"CSS(L1), HTML 5(L1), Python(L1), Robot Framework(L1), Selenium Test Automation(L1), Unity(L1), Web Based Development(L1)",,"WEGA for AI(L0),WEGA for AI(L2),WEGA for AI(L3)",,,
3240,Employee3240,TEAMRBOW,18-03-2026,31-60 DAYS,OFFSHORE,GREATER NOIDA,0Years 7Months,Developer L1,INDIA,"Active Directory(L2), Administration(L2), Analysis(L2), Analytics(L2), Architecture(L2), Aws Cloud Management(L2), Aws Cloud Operations(L2), Azure Active Directory(L3), Azure(L2), Compliance Auditing(L2), CyberArk(L2), Data Analytics(L2), Develop Networks(L2), IDAM(L3), Identity and Access Management(L2), Identity Governance(L2), Identityiq(L2), Information Security Business Analysis(L2), Infrastructure(L2), Linux(L3), Microsoft Access(L2), Microsoft Azure(L3), Microsoft SQL Server(L3), Monitoring(L2), Network Analysis(L3), Networking(L2), Pam360(L2), Privileged Access Management(L2), Remote Access(L3), Remote Desktop Protocol(L2), Remote Desktop Software(L3), REST API(L2), Risk Analysis(L2), SailPoint IdentityIQ(L2), Security Incident(L2), Security Log Monitoring(L3), Security Monitoring(L2), Security(L2), SQL(L3), Storage Security(L2), Teamwork(L3), Testing(L2), Virtual Machine(L3), Vulnerability Assessment(L3), Wireshark(L3)","AWS GEN AI(L1),ENGLISH LANGUAGE(L1),GENERATIVE AI(L1),GITHUB COPILOT(L2),SAILPOINT IDENTITY MGMT AND GOVERNANCE(L1)","AMAZON WEB SERVICES - AWS(L0),AWS Gen AI(L1),English Language(L1),Generative AI(L1),Github Copilot(L2),M365 Copilot(L1),Microsoft Copilot Studio Dynamics 365(L1),NA(NA),NA(NA),Privilege Password Management CyberArk(L2),SAILPOINT IDENTITYIQ(L2),SAILPOINT IDENTITYIQ(L2),SailPoint Identity Mgmt and Governance(L1),SailPoint Identity Mgmt and Governance(L1),SailPoint IdentityIQ(L1),Saviynt(L1),WEGA for AI(L0),WEGA for AI(L2),WEGA for AI(L3)",,,DEVELOPER L1
3241,Employee3241,GROUP B2,25-02-2026,16-30 DAYS,OFFSHORE,PUNE,4Years 0Months,Domain Consultant L1,INDIA,"Aws Cloud Operations(L2), Aws-Amazon Web Services Technical Professional(L2), Business Analysis-BFSI-Domain(L2), Cloud Aws Admin(L2), Core Java(L2), English Language(L4), Finastra - Functional(L1), Generative AI(L2), HTML 5(L1), Intelligence Operations, Java API Microservices Integration(L1), Java-J2ee(L2), JavaScript(L1), Lean(L1), Splunk - Analytics(L2), Splunk Enterprise, Spring Boot(L1)","AWS-AMAZON WEB SERVICES TECHNICAL PROFESSIONAL(L2),CLOUD AWS ADMIN(L1),ENGLISH LANGUAGE(L1),GENERATIVE AI(L1),SPLUNK - ANALYTICS(L2)","CLOUD AWS ADMIN(L1),Cloud AWS Admin(L1),Cloud AWS Admin(L1),Generative AI(L0),Generative AI(L1),JAVA-J2EE(L1),JAVA-J2EE(L1),Lean(L1),Redhat ansible(),Redhat ansible(L1),Splunk - Analytics(L2),Splunk - Analytics(L2),WEGA for AI(L0),WEGA for AI(L0)","AWS CLOUD OPERATIONS,CORE JAVA,HTML 5,JAVASCRIPT,SPRING BOOT",Hindi,DOMAIN CONSULTANT CORE BANKING - L1
3242,Employee3242,GROUP B3,12-03-2026,16-30 DAYS,OFFSHORE,HYDERABAD,12Years 8Months,Lead Administrator L1,INDIA,"Advanced Logic, Amazon EC2, Amazon Relational Database Services, Amazon S3, Amazon Web Services (AWS), Android, Ansible, Ansible Automation, Ansible Tower, Apache Tomcat, Assembly Language, Automation, Availability, Aws Cloud Operations(L2), AWS Virtual Private Cloud (VPC), Banking Applications, Bash, Bash Scripting, Bitbucket, Build Pipeline, Clear Pipelines, Clinical Practices, Coding, Communication, Compilers, Complex Systems, Computer Engineering, Configuration Management, Construction, Containerization, Continuous Integration, Control Systems, Cost Management, Customer Support, Data Backup, Data Backup and Recovery, Data Security, Database, Datastream, Decision Making, Deployment Automation, Deployments, Docker, Docker Orchestration, Efficiency, Elasticsearch, EMC Storage, English, Game Engines, Generative AI(L1), Git, GitHub, GitLab, Good Manufacturing Practice, Google Cloud Platform, Google Kubernetes Engine, Grafana, Hadoop, Health Check, Hindi Language, IBM AIX, Industrial Technology, Infrastructure, Innovation, Installation, Installation Configuration, Java, Java Applications, Java Programming, Jenkins, Jenkins Pipelines, Jira, Kerberos, Kibana, Kubernetes, Labeling, Language, Lean(L1), Linux, Linux Administration, Linux Server, Load Balancing, Logging, Logical Volume Manager, Maintenance, Management, Microservices, Microsoft Azure, Microsoft Excel, Microsoft Windows, Monitoring Tools, Multifactor Authentication, Multi-Factor Authentication, MySQL, Nagios, Naming Conventions, Network Connectivity, OpenShift, Operating Systems, Oracle Database, Packaging, Performance Monitoring, Perl, Perl Programming, Platform as a Service, Point Clouds, PostgreSQL, Power Systems, Process Monitor, Prometheus, Provisioning, Puppet, Python, QA, Quality Assurance, Real Time Operating System, Records Tracking, Red Hat Enterprise Linux, Remote Desktop Software, Reporting, SAP, Scalability, Scaling, Secure Sockets Layer, Security, Security Infrastructure, Server Management, Shell Scripting, Solaris, Solaris Volume Manager, Sonar, Source Code Management Tools, Spark, Spark Streaming, Spinnaker, Splunk, SQL, SSH, Staging Area, Supply Chain Management, Supply Chain Software, Svn Subversion, System Documentation, System Migration, System Monitoring, System Performance, System Reliability, Teamwork, Telugu Language, Test Development, Test Environments, Testing, Tomcat7, Tool Management, Troubleshooting, Unix, Uptime, User Acceptance Testing, Veritas Software, Veritas Volume Manager, Version Control, Virtualization, Web Services, Windows64, Wipro Values(L2)","GCP AI ML(L2),GENERATIVE AI(L1)","AWS Cloud Operations(L2),GCP AI ML MLOps(L2),Generative AI(L0),Generative AI(L1),Lean(L1),Linux Admin(L3),M365 COPILOT(L0),Wipro Values(L2)",,,LEAD ADMINISTRATOR LINUX ADMIN - L1
3243,Employee3243,TEAMRBOW,19-02-2026,61-90 DAYS,OFFSHORE,BENGALURU,0Years 7Months,Developer L1,INDIA,"CSS(L1), Fullstack Mern(L1), HTML(L1), Java Full Stack Development(L1), Java Spring Boot(L1), Java(L1), JavaScript(L1), MongoDB(L1), MySQL(L1), Node JS(L1), React JS(L1), SAP ABAP(L1), SAP BTP CPI(L1), SAP BTP Integration Suite(L1), SAP BTP(L1), SAP(L1), Software Development(L1)","ENGLISH LANGUAGE(L1),GENERATIVE AI(L1),GITHUB COPILOT(L1),GITHUB COPILOT(L2),GITHUB COPILOT(L3),SAP PI - PROCESS INTEGRATION(L1)","English Language(L1),Generative AI(L1),Github Copilot(L1),Github Copilot(L2),Github Copilot(L3),Github Copilot(L3),NA(NA),NA(NA),NA(NA),SAP ABAP(L2),SAP ABAP(L2),SAP ABAP(L2),SAP ABAP(L2),SAP ABAP(L3),SAP BTP Integration Suite(L2),SAP PI - Process Integration(L1),WEGA for AI(L0)",,,DEVELOPER L1
3244,Employee3244,GROUP B1,04-04-2026,16-30 DAYS,OFFSHORE,GREATER NOIDA,3Years 0Months,Developer L2,INDIA,"C Programming(L3), C++ Application Programming(L3), C++(L3), Cloud Azure Admin(L1), Cloud Computing(L1), CSS3(L1), Cybersecurity(L1), Daily Reporting(L1), Data Structures(L2), Datacom Testing(L2), Docker(L1), Gerrit(L4), Git(L4), Google Gen AI(L5), HTML 5(L1), Java(L2), Jenkins(L3), Jira(L4), Kubernetes(L2), Lean(L1), Linux Application Programming(L2), Linux Systems Programming(L3), Linux(L4), Mfc Programming(L1), Networking(L3), Records Tracking, Redhat Linux(L1), Spring Boot(L1), SQL(L2), Telecommunication(L2), Unit Testing(L3)","AWS GEN AI(L2),ENGLISH LANGUAGE(L1),GCP AI ML(L1),GCP AI ML(L2),GENERATIVE AI(L1),GITHUB COPILOT(L2),GITHUB COPILOT(L3),GOOGLE GEN AI(L1),GOOGLE GEN AI(L2),GOOGLE GEN AI(L3),LINUX SYSTEMS PROGRAMMING(L1),PERFORMANCE TESTING(L1)","AWS Gen AI(L2),Azure Cloud Data Platform Engineering(L1),C++ APPLICATION PROGRAMMING(L1),C++ APPLICATION PROGRAMMING(L1),C++ APPLICATION PROGRAMMING(L1),C++ APPLICATION PROGRAMMING(L1),C++ APPLICATION PROGRAMMING(L1),C++ APPLICATION PROGRAMMING(L1),C++ APPLICATION PROGRAMMING(L1),C++ APPLICATION PROGRAMMING(L1),C++ APPLICATION PROGRAMMING(L1),C++ APPLICATION PROGRAMMING(L1),C++ APPLICATION PROGRAMMING(L1),C++ APPLICATION PROGRAMMING(L1),C++ APPLICATION PROGRAMMING(L1),C++ APPLICATION PROGRAMMING(L1),C++ APPLICATION PROGRAMMING(L1),C++ APPLICATION PROGRAMMING(L1),C++ APPLICATION PROGRAMMING(L1),C++ APPLICATION PROGRAMMING(L1),C++ Application Programming(L3),C++(L2),CLOUD AZURE ADMIN(L1),CLOUD COMPUTING(L1),DATACOM TESTING(L2),DOCKER(L1),Datacom Testing(L2),Effective Communication(L1),English Language(L1),GCP AI ML MLOps(L1),GCP AI ML MLOps(L2),GCP Gen AI(L1),GCP Gen AI(L2),GCP Gen AI(L3),Generative AI(L1),Github Copilot(L2),Github Copilot(L3),Github Copilot(L3),KUBERNETES(L1),KUBERNETES(L2),Lean(L1),Linux Systems Programming(L1),NA(NA),Performance Testing(L1),REDHAT LINUX(L1)","C++,CORE JAVA,CSS3,HTML 5,SPRING BOOT","English,Hindi",Developer Telecom NMS Protocol Stack - L2
